Approved symbol	Status	Previous symbols	Gene group ID	NCBI Gene ID
ACHRD	Symbol Withdrawn			
ACHRG	Symbol Withdrawn			
ACIN1	Approved	ACINUS	1236	22985
ACKR1	Approved	FY, DARC	1090|454|471	2532
ACKR2	Approved	CMKBR9, CCBP2	1090	1238
ACKR3	Approved	CMKOR1, CXCR7	1090	57007
ACKR4	Approved	CCRL1	1090	51554
ACKR4P1	Approved	CCRL1P, CCRL1P1		285737
ACLS	Entry Withdrawn			
ACLY	Approved			47
ACMG	Entry Withdrawn			
ACMSD	Approved		1691	130013
ACNATP	Approved	BAATP1		347275
ACO1	Approved	IREB1		48
ACO2	Approved			50
ACO2P1	Approved			441996
ACO2P2	Approved			343508
ACOD1	Approved	IRG1		730249
ACOT1	Approved		41	641371
ACOT2	Approved		41	10965
ACOT4	Approved		41	122970
ACOT6	Approved	C14orf42	41	641372
ACOT7	Approved		41	11332
ACOT8	Approved	PTE1	41	10005
ACOT9	Approved		41	23597
ACOT11	Approved	THEA	759|41	26027
ACOT12	Approved		759|41	134526
ACOT13	Approved	THEM2	41	55856
ACOX1	Approved		2258	51
ACOX2	Approved		2258	8309
ACOX3	Approved		2258	8310
ACOXL	Approved		2258	55289
ACOXL-AS1	Approved		1987	400997
ACP1	Approved		712|1071	52
ACP2	Approved		1071	53
ACP3	Approved	ACPP	1071	55
ACP4	Approved	ACPT	1071	93650
ACP5	Approved		1071	54
ACP6	Approved		1071	51205
ACP7	Approved		1071	390928
ACR	Approved			49
ACRBP	Approved		1492	84519
ACRP1	Approved			645529
ACRV1	Approved			56
ACS3	Symbol Withdrawn			
ACSBG1	Approved		40	23205
ACSBG2	Approved		40	81616
ACSF2	Approved		40	80221
ACSF3	Approved		40	197322
ACSL1	Approved	FACL2	40	2180
ACSL3	Approved	FACL3	40	2181
ACSL3-AS1	Approved		1987	105373904
ACSL3P1	Approved			100421637
ACSL4	Approved	FACL4, MRX63, MRX68	40	2182
ACSL5	Approved	FACL5	40	51703
ACSL6	Approved	FACL6	40	23305
ACSL6-AS1	Approved		1987	101927693
ACSM1	Approved	BUCS1	40	116285
ACSM2A	Approved	ACSM2	40	123876
ACSM2B	Approved	ACSM2	40	348158
ACSM3	Approved	SAH	40	6296
ACSM4	Approved		40	341392
ACSM5	Approved		40	54988
ACSM5P1	Approved			100421779
ACSM6	Approved	C10orf129	40	142827
ACSS1	Approved	ACAS2L	40	84532
ACSS2	Approved	ACAS2	40	55902
ACSS3	Approved		40|1691	79611
ACTA1	Approved	ACTA	929	58
ACTA2	Approved		929	59
ACTA2-AS1	Approved		1987	100132116
ACTA3	Symbol Withdrawn			
ACTB	Approved		929|1604|1606|1605	60
ACTBL2	Approved		929	345651
ACTBP1	Approved			643309
ACTBP2	Approved			62
ACTBP3	Approved			63
ACTBP4	Approved			64
ACTBP5	Entry Withdrawn			
ACTBP6	Approved			66
ACTBP7	Approved			67
ACTBP8	Approved			68
ACTBP9	Approved			69
ACTBP10	Approved			446207
ACTBP11	Approved			644220
ACTBP12	Approved	ACTGP5		100462767
ACTBP14	Approved			389976
ACTBP15	Approved			391334
ACTBP16	Approved			100132223
ACTC1	Approved	ACTC	929	70
ACTE1P	Approved			399923
ACTG1	Approved	ACTG, DFNA20, DFNA26	929	71
ACTG1P1	Approved	ACTGP1, ACT1GP1		73
ACTG1P2	Approved	ACTL2, ACTGP2		74
ACTG1P3	Approved	ACTGP3		75
ACTG1P4	Approved	ACTGP4		648740
ACTG1P6	Approved	ACTGP6		78
ACTG1P7	Approved	ACTGP7		79
ACTG1P8	Approved	ACTGP8		80
ACTG1P9	Approved	ACTGP9		82
ACTG1P10	Approved	ACTL1, ACTGP10		83
ACTG1P11	Approved			414754
ACTG1P12	Approved			100418921
ACTG1P13	Approved			100418920
ACTG1P14	Approved			100418910
ACTG1P15	Approved			100418951
ACTG1P16	Approved			100418960
ACTG1P17	Approved			283693
ACTG1P18	Approved			100418924
ACTG1P19	Approved			644160
ACTG1P20	Approved			644961
ACTG1P21	Approved			100131291
ACTG1P22	Approved			100131953
ACTG1P23	Approved			442097
ACTG1P24	Approved	POTENP		441783
ACTG1P25	Approved			148709
ACTG2	Approved	ACTL3, ACTA3	929	72
ACTL2	Symbol Withdrawn			
ACTL3	Symbol Withdrawn			
ACTL4	Entry Withdrawn			
ACTL5	Entry Withdrawn			
ACTL6A	Approved		1436|1604|1606|1329|1634|595|1605	86
ACTL6B	Approved	ACTL6	1436|1604|1605|1606	51412
ACTL7A	Approved		1436	10881
ACTL7B	Approved		1436	10880
ACTL8	Approved		1436	81569
ACTL9	Approved		1436	284382
ACTL10	Approved	C20orf134	1436	170487
ACTL11P	Approved	ACTBP13		389120
ACTMAP	Approved	C19orf54		284325
ACTN1	Approved		1112	87
ACTN1-DT	Approved	C14orf84, ACTN1-AS1	1990	161159
ACTN2	Approved		1112	88
ACTN3	Approved		1112	89
ACTN4	Approved	FSGS1	1112	81
ACTN4P1	Approved			344978
ACTN4P2	Approved			391026
ACTP1	Approved			106480335
ACTR1A	Approved		1436|943	10121
ACTR1AP1	Approved			100287074
ACTR1B	Approved	CTRN2	1436	10120
ACTR2	Approved		39|1436	10097
ACTR2P1	Approved			100421614
ACTR2P2	Approved			284441
ACTR3	Approved		39|1436	10096
ACTR3-AS1	Approved		1987	101060091
ACTR3B	Approved		1436	57180
ACTR3BP1	Approved			643050
ACTR3BP2	Approved			440888
ACTR3BP3	Approved			647156
ACTR3BP4	Approved			777774
ACTR3BP5	Approved			399746
ACTR3BP6	Approved			644773
ACTR3BP7	Approved			100289004
ACTR3C	Approved		1436	653857
ACTR3P1	Approved			100288580
ACTR3P2	Approved			100129013
ACTR3P3	Approved			100128020
ACTR5	Approved		595|1436	79913
ACTR6	Approved		1436|1329	64431
ACTR6P1	Approved			100421495
ACTR8	Approved		1436|595	93973
ACTR10	Approved		943|1436	55860
ACTRT1	Approved		1436	139741
ACTRT1P1	Approved			100128268
ACTRT2	Approved		1436	140625
ACTRT3	Approved		1436	84517
ACVR1	Approved	ACVRLK2	345	90
ACVR1B	Approved	ACVRLK4	345	91
ACVR1C	Approved		345	130399
ACVR2A	Approved	ACVR2	346	92
ACVR2B	Approved		346	93
ACVR2B-AS1	Approved		1987	100128640
ACVRL1	Approved	ACVRLK1, ORW2	345	94
ACVRLK2	Symbol Withdrawn			
ACY1	Approved		1443	95
ACY1L	Symbol Withdrawn	ACY1L		
ACY3	Approved			91703
ACYP1	Approved			97
ACYP2	Approved			98
AD1	Symbol Withdrawn			
AD2	Symbol Withdrawn	AD2		
AD3	Symbol Withdrawn			
AD4	Symbol Withdrawn			
AD5	Entry Withdrawn			
ADA	Approved		1302	100
ADA2	Approved	IDGFL, CECR1	1302	51816
ADAD1	Approved		1303	132612
ADAD1P1	Approved			100422386
ADAD1P2	Approved			100422407
ADAD2	Approved		1303	161931
ADAL	Approved		1302	161823
ADAM1A	Approved	ADAM1	47	8759
ADAM1B	Approved		47	100420505
ADAM2	Approved	FTNB	47	2515
ADAM3A	Approved	CYRN1	47	1587
ADAM3B	Approved	CYRN2	47	1596
ADAM5	Approved	ADAM5P	47	255926
ADAM6	Approved	C14orf96	47	8755
ADAM7	Approved		47	8756
ADAM7-AS1	Approved		1987	101929294
ADAM7-AS2	Approved		1987	101929315
ADAM8	Approved		47|471	101
ADAM9	Approved	CORD9	47	8754
ADAM10	Approved		47|471	102
ADAM11	Approved	MDC	47	4185
ADAM12	Approved		47	8038
ADAM12-OT1	Entry Withdrawn			
ADAM15	Approved		47	8751
ADAM17	Approved	TACE	47|471	6868
ADAM18	Approved		47	8749
ADAM19	Approved		47	8728
ADAM20	Approved		47	8748
ADAM20P1	Approved	C14orf55		317760
ADAM20P2	Approved			100533671
ADAM20P3	Approved			644325
ADAM21	Approved		47	8747
ADAM21P1	Approved	ADAM21P		145241
ADAM22	Approved		47	53616
ADAM23	Approved		47	8745
ADAM24P	Approved		47	646479
ADAM28	Approved		47	10863
ADAM29	Approved		47	11086
ADAM30	Approved		47	11085
ADAM32	Approved		47	203102
ADAM33	Approved	C20orf153	47	80332
ADAMDEC1	Approved			27299
ADAMTS1	Approved		50	9510
ADAMTS2	Approved		50	9509
ADAMTS3	Approved		50	9508
ADAMTS4	Approved		50	9507
ADAMTS5	Approved		50	11096
ADAMTS6	Approved		50	11174
ADAMTS7	Approved		50	11173
ADAMTS7P1	Approved	ADAMTS7P2		390660
ADAMTS7P2	Symbol Withdrawn			
ADAMTS7P3	Approved			400406
ADAMTS7P4	Approved			642935
ADAMTS7P5	Approved			100422416
ADAMTS8	Approved		50	11095
ADAMTS9	Approved		50	56999
ADAMTS9-AS1	Approved		1987	101929335
ADAMTS9-AS2	Approved		1987	100507098
ADAMTS10	Approved		50	81794
ADAMTS12	Approved		50	81792
ADAMTS13	Approved	C9orf8	50	11093
ADAMTS14	Approved		50	140766
ADAMTS15	Approved		50	170689
ADAMTS16	Approved		50	170690
ADAMTS16-DT	Approved		1990	101929176
ADAMTS17	Approved		50	170691
ADAMTS18	Approved	ADAMTS21	50	170692
ADAMTS19	Approved		50	171019
ADAMTS19-AS1	Approved		1987	103689846
ADAMTS20	Approved		50	80070
ADAMTS21	Symbol Withdrawn			
ADAMTSL1	Approved	C9orf94	947|1691|593	92949
ADAMTSL2	Approved		947	9719
ADAMTSL3	Approved		593|594|947	57188
ADAMTSL4	Approved	TSRC1	947|1691	54507
ADAMTSL4-AS1	Approved	C1orf138	1987	
ADAMTSL4-AS2	Approved		1987	100289061
ADAMTSL5	Approved	THSD6	947	339366
ADAP1	Approved	CENTA1	395|682	11033
ADAP2	Approved	CENTA2	682|395	55803
ADAR	Approved	IFI4, G1P1	1303	103
ADARB1	Approved		1303	104
ADARB2	Approved		1303	105
ADARB2-AS1	Approved	C10orf109, NCRNA00168	1987	642394
ADAT1	Approved		1303	23536
ADAT2	Approved	DEADC1	1303	134637
ADAT3	Approved		1303	113179
ADCK1	Approved			57143
ADCK2	Approved			90956
ADCK5	Approved			203054
ADCP1	Approved			106
ADCP2	Symbol Withdrawn			
ADCR	Symbol Withdrawn			
ADCY1	Approved	DFNB44	53	107
ADCY2	Approved		53	108
ADCY3	Approved		53	109
ADCY4	Approved		53	196883
ADCY5	Approved		53	111
ADCY6	Approved		53|1691	112
ADCY6-DT	Approved		1990	100506125
ADCY7	Approved		1691|53	113
ADCY8	Approved	ADCY3	53	114
ADCY9	Approved		53	115
ADCY10	Approved		53	55811
ADCY10P1	Approved			221442
ADCYAP1	Approved		1902	116
ADCYAP1R1	Approved		264	117
ADD1	Approved		2050	118
ADD2	Approved		2050	119
ADD3	Approved	ADDL	2050	120
ADD3-AS1	Approved		1987	100505933
ADDL	Symbol Withdrawn			
ADFN	Entry Withdrawn			
ADGB	Approved	C6orf103	975	79747
ADGB-DT	Approved		1990	101928661
ADGRA1	Approved	GPR123	911	84435
ADGRA1-AS1	Approved	GPR123-AS1	1987	
ADGRA2	Approved	GPR124	911|594	25960
ADGRA3	Approved	GPR125	911|593	166647
ADGRA3P1	Approved			100996333
ADGRB1	Approved	BAI1	912	575
ADGRB2	Approved	BAI2	912|1691	576
ADGRB3	Approved	BAI3	912	577
ADGRB3-DT	Approved		1990	101928307
ADGRD1	Approved	GPR133	914	283383
ADGRD1-AS1	Approved		1987	105755954
ADGRD2	Approved	GPR144	914	347088
ADGRE1	Approved	TM7LN3, EMR1	915	2015
ADGRE2	Approved	EMR2	915|471	30817
ADGRE3	Approved	EMR3	915	84658
ADGRE4P	Approved	GPR127, EMR4, EMR4P	915	326342
ADGRE5	Approved	CD97	915|471	976
ADGRF1	Approved	GPR110	916	266977
ADGRF2P	Approved	GPR111, ADGRF2	916	222611
ADGRF3	Approved	GPR113	916	165082
ADGRF4	Approved	GPR115	916	221393
ADGRF5	Approved	GPR116	593|594|916	221395
ADGRF5-AS1	Approved		1987	101926962
ADGRF5P1	Approved	GPR116P1		389740
ADGRF5P2	Approved	GPR116P2		441416
ADGRG1	Approved	GPR56	917	9289
ADGRG2	Approved	GPR64	917	10149
ADGRG3	Approved	GPR97	917	222487
ADGRG4	Approved	GPR112	917	139378
ADGRG5	Approved	GPR114	917	221188
ADGRG6	Approved	GPR126	917	57211
ADGRG7	Approved	GPR128	917	84873
ADGRL1	Approved	LPHN1	2314|918	22859
ADGRL1-AS1	Approved		1987	100507373
ADGRL2	Approved	LPHH1, LPHN2	2314|918	23266
ADGRL3	Approved	LPHN3	918|2314	23284
ADGRL3-AS1	Approved	LPHN3-AS1	1987	101927186
ADGRL4	Approved	ELTD1	918	64123
ADGRV1	Approved	USH2C, MASS1, GPR98	1244|919	84059
ADH1A	Approved	ADH1	397	124
ADH1B	Approved	ADH2	397	125
ADH1C	Approved	ADH3	397	126
ADH4	Approved		397	127
ADH5	Approved	FDH	397	128
ADH5P1	Entry Withdrawn			
ADH5P2	Approved			343296
ADH5P3	Approved			100131810
ADH5P4	Approved	ADH5B		642443
ADH5P5	Approved			
ADH6	Approved		397	130
ADH7	Approved		397	131
ADHFE1	Approved		397	137872
ADI1	Approved			55256
ADI1P1	Approved			100130936
ADI1P2	Approved			100288971
ADI1P3	Approved			100288129
ADIG	Approved			149685
ADIPINT	Approved		1992	125906382
ADIPOQ	Approved	ACDC	1372	9370
ADIPOQ-AS1	Approved		1987	100874095
ADIPOR1	Approved		930|293	51094
ADIPOR1P1	Approved			645220
ADIPOR1P2	Approved			390503
ADIPOR2	Approved		293|930	79602
ADIR	Symbol Withdrawn			
ADIRF	Approved	C10orf116		10974
ADIRF-AS1	Approved		1987	100133190
ADISSP	Approved	C20orf27		54976
ADK	Approved			132
ADL	Symbol Withdrawn			
ADM	Approved		1902	133
ADM-DT	Approved		1990	105376544
ADM2	Approved		1902	79924
ADM5	Approved	C19orf76		199800
ADMLX	Symbol Withdrawn			
ADMLY	Symbol Withdrawn			
ADNP	Approved		529|28	23394
ADNP-AS1	Approved		1987	101927631
ADNP2	Approved	ZNF508	529|28	22850
ADO	Approved	C10orf22		84890
ADORA1	Approved		211	134
ADORA2A	Approved	ADORA2	211	135
ADORA2A-AS1	Approved	C22orf45	1987	646023
ADORA2B	Approved		211	136
ADORA2BP1	Approved	ADORA2BP		137
ADORA2L1	Entry Withdrawn	ADORA2L		
ADORA2L2	Entry Withdrawn			
ADORA3	Approved		211|590	140
ADPGK	Approved			83440
ADPGK-AS1	Approved		1987	100287559
ADPRH	Approved			141
ADPRHL1	Approved			113622
ADPRM	Approved	C17orf48	1073	56985
ADPRS	Approved	ADPRHL2		54936
ADRA1A	Approved	ADRA1C	169	148
ADRA1B	Approved		169	147
ADRA1C	Symbol Withdrawn			
ADRA1D	Approved		169	146
ADRA2A	Approved	ADRA2, ADRA2R	169	150
ADRA2B	Approved	ADRA2L1, ADRA2RL1	169	151
ADRA2C	Approved	ADRA2L2, ADRA2RL2	169	152
ADRA2L1	Symbol Withdrawn			
ADRB1	Approved	ADRB1R	169	153
ADRB2	Approved	ADRB2R	169	154
ADRB2RL1	Symbol Withdrawn			
ADRB3	Approved		169	155
ADRM1	Approved		690	11047
ADSL	Approved		1569	158
ADSS1	Approved	ADSSL1		122622
ADSS2	Approved	ADSS		159
ADT	Entry Withdrawn			
ADTAA	Symbol Withdrawn			
ADTAB	Symbol Withdrawn			
ADTB1	Symbol Withdrawn			
ADTB2	Symbol Withdrawn			
ADTG	Symbol Withdrawn			
ADTRP	Approved	C6orf105		84830
AE1	Symbol Withdrawn			
AE2	Symbol Withdrawn			
AEBP1	Approved		1321|1691	165
AEBP2	Approved		28	121536
AEMK	Symbol Withdrawn			
AEN	Approved	ISG20L1	544|1691	64782
AEPLC	Symbol Withdrawn			
AEZ	Symbol Withdrawn			
AF8T	Entry Withdrawn			
AFA	Entry Withdrawn			
AFAP1	Approved		682	60312
AFAP1-AS1	Approved	AFAP1AS, AFAP1-AS	1987	84740
AFAP1L1	Approved		682	134265
AFAP1L2	Approved	KIAA1914	682	84632
AFCP	Symbol Withdrawn			
AFD1	Entry Withdrawn			
AFDN	Approved	MLLT4	1220	4301
AFDN-DT	Approved	C6orf124, MLLT4-AS1, AFDN-AS1	1990	653483
AFF1	Approved	PBM1, MLLT2	1280|1145	4299
AFF1-AS1	Approved		1987	100506746
AFF2	Approved	FMR2	1280|1145	2334
AFF2-IT1	Approved		1989	100874269
AFF3	Approved	LAF4	1145|1280	3899
AFF4	Approved		1145|1280	27125
AFF4-DT	Approved		1990	124901065
AFF4P1	Approved			
AFG1L	Approved	LACE1		246269
AFG2A	Approved	SPATA5	413	166378
AFG2B	Approved	SPATA5L1	413	79029
AFG3	Symbol Withdrawn			
AFG3L1P	Approved	AFG3, AFG3L1	413	172
AFG3L2	Approved	SCA28	413	10939
AFG3L2P1	Approved	AFG3L2P		347028
AFM	Approved		1620	173
AFMID	Approved			125061
AFP	Approved	HPAFP	1620	174
AFTPH	Approved		1691	54812
AFTPH-DT	Approved		1990	101927402
AGA	Approved			175
AGA-DT	Approved		1990	285500
AGAP1	Approved	CENTG2	403|395|1291	116987
AGAP1-IT1	Approved		1989	100506749
AGAP2	Approved	CENTG1	403|395|1291	116986
AGAP2-AS1	Approved		1987	100130776
AGAP3	Approved	CENTG3	403|395|1291	116988
AGAP4	Approved	CTGLF1, AGAP8, CTGLF5	403|395|1291	119016
AGAP5	Approved	CTGLF2	403|395|1291	729092
AGAP6	Approved	CTGLF3	403|395|1291	414189
AGAP7P	Approved	CTGLF4, AGAP7	403|395	653268
AGAP8	Symbol Withdrawn	CTGLF5		
AGAP9	Approved	CTGLF6	403|395|1291	642517
AGAP10	Symbol Withdrawn	CTGLF7		
AGAP10P	Approved	AGAP10, CTGLF7, CTGLF10P	395	653234
AGAP11	Approved		403|395|1291	119385
AGAP12P	Approved	CTGLF12P	395	414224
AGAP13P	Approved	CTGLF9P	395	728005
AGAP14P	Approved	CTGLF11P, AGAP14	395	653259
AGBL1	Approved		1492|1321	123624
AGBL1-AS1	Approved		1987	727915
AGBL2	Approved		1321	79841
AGBL3	Approved		1321	340351
AGBL4	Approved		1321	84871
AGBL4-AS1	Approved		1987	101929721
AGBL4-IT1	Approved		1989	
AGBL5	Approved		1321	60509
AGBL5-AS1	Approved		1987	100874031
AGBL5-IT1	Approved		1989	
AGER	Approved		1253|592	177
AGFG1	Approved	HRB	1691|395	3267
AGFG2	Approved	HRBL	395	3268
AGGF1	Approved		579	55109
AGGF1P1	Approved			100132380
AGGF1P2	Approved			644435
AGGF1P3	Approved			391552
AGGF1P4	Approved			100129351
AGGF1P5	Approved			100128103
AGGF1P6	Approved			
AGGF1P7	Approved			100132606
AGGF1P8	Approved			100128804
AGGF1P9	Approved			100127958
AGGF1P10	Approved			100288774
AGK	Approved	MULK		55750
AGK-DT	Approved		1990	105375538
AGKP1	Approved			359793
AGKP2	Approved			392543
AGL	Approved		1650	178
AGMAT	Approved			79814
AGMO	Approved	TMEM195	552	392636
AGMX1	Symbol Withdrawn			
AGMX2	Entry Withdrawn			
AGO1	Approved	EIF2C1	2037|1776	26523
AGO2	Approved	EIF2C2, CASC7	1776|1687|2037	27161
AGO3	Approved	EIF2C3	1776|2037	192669
AGO4	Approved	EIF2C4	2037|1776	192670
AGPAT1	Approved		46|2147|1691	10554
AGPAT2	Approved	BSCL	2147|46	10555
AGPAT3	Approved		46|2147	56894
AGPAT4	Approved		2147|46	56895
AGPAT4-IT1	Approved	C6orf59, NCRNA00241	1989	79992
AGPAT5	Approved		46|2147|1691	55326
AGPAT5P1	Approved			646231
AGPS	Approved		2258	8540
AGR2	Approved		692	10551
AGR3	Approved		692	155465
AGRN	Approved	AGRIN	570	375790
AGRP	Approved		1902	181
AGS	Symbol Withdrawn			
AGS1	Symbol Withdrawn	AGS1		
AGS2	Symbol Withdrawn	AGS2		
AGT	Approved	SERPINA8	1902|739	183
AGTBP	Symbol Withdrawn			
AGTIL	Symbol Withdrawn			
AGTPBP1	Approved		1492|1321	23287
AGTR1	Approved	AGTR1B	221	185
AGTR1B	Symbol Withdrawn			
AGTR2	Approved		221	186
AGTRAP	Approved			57085
AGTRL2	Entry Withdrawn			
AGXT	Approved	SPAT		189
AGXT2	Approved			64902
AHC	Symbol Withdrawn			
AHCTF1	Approved		1051	25909
AHCTF1P1	Approved	AHCTF1P		285116
AHCY	Approved			191
AHCYL1	Approved		694	10768
AHCYL2	Approved			23382
AHCYP1	Approved			340844
AHCYP2	Approved			392387
AHCYP3	Approved			402093
AHCYP4	Approved			129560
AHCYP5	Approved			391470
AHCYP6	Approved			100419714
AHCYP7	Approved			645486
AHCYP8	Approved			
AHDC1	Approved			27245
AHDS	Symbol Withdrawn			
AHI1	Approved		362	54806
AHI1-DT	Approved	C6orf217, NCRNA00271, LINC00271	1990	100131814
AHNAK	Approved		1220	79026
AHNAK2	Approved	C14orf78	1220	113146
AHR	Approved		2127|420	196
AHRR	Approved	AHH, AHHR	2127|420	57491
AHSA1	Approved	C14orf3		10598
AHSA2P	Approved	AHSA2		130872
AHSG	Approved		968	197
AHSP	Approved	ERAF		51327
AIC	Entry Withdrawn			
AICDA	Approved		406	57379
AIDA	Approved	C1orf80	823	64853
AIDAP1	Approved			646050
AIDAP2	Approved			646890
AIDAP3	Approved			100128360
AIED	Symbol Withdrawn			
AIF1	Approved		863	199
AIF1L	Approved	C9orf58	863	83543
AIFM1	Approved	PDCD8, NAMSD, AUNX1	2258	9131
AIFM1P1	Approved			645120
AIFM2	Approved	AMID	2258	84883
AIFM3	Approved			150209
AIG1	Approved			51390
AIG1P1	Approved			
AIH1	Symbol Withdrawn			
AIH2	Symbol Withdrawn			
AIH3	Entry Withdrawn			
AIM2	Approved		995|994	9447
AIMP1	Approved	SCYE1	2116	9255
AIMP1P1	Approved	SCYE1P		170547
AIMP1P2	Approved			100873064
AIMP2	Approved		2116|1835	7965
AIP	Approved		910|1691	9049
AIPL1	Approved	LCA4	910	23746
AIRE	Approved	APECED	88	326
AIRIM	Approved	C1orf109		54955
AIRN	Approved		1992	100271873
AIS1	Entry Withdrawn			
AIS2	Entry Withdrawn			
AIS3	Entry Withdrawn			
AJAP1	Approved			55966
AJM1	Approved	C9orf172		389813
AJUBA	Approved	JUB	1403	84962
AJUBA-DT	Approved		1990	107984660
AK1	Approved		1691|356	203
AK2	Approved		356	204
AK2P1	Approved			266920
AK2P2	Approved			339736
AK3	Approved	AK6, AK3L1	356	50808
AK3P2	Approved			100419074
AK3P3	Approved			100419075
AK3P4	Approved			100129959
AK3P5	Approved			100288319
AK3P6	Approved			100873789
AK3P7	Approved			
AK4	Approved	AK3, AK3L1	356	205
AK4P1	Approved	AK3P1		206
AK4P2	Approved			100132104
AK4P3	Approved	AK3L2		645619
AK4P4	Approved			100128705
AK4P5	Approved			100526416
AK4P6	Approved			649288
AK5	Approved		356	26289
AK6	Approved		1729|356	102157402
AK6	Symbol Withdrawn			
AK6P1	Approved			100132086
AK6P2	Approved			100128817
AK7	Approved		1491|356	122481
AK8	Approved	C9orf98	356	158067
AK9	Approved	C6orf224, AKD2, C6orf199, AKD1	356	221264
AKAIN1	Approved	C18orf42		642597
AKAP1	Approved	PRKA1	396|694|780	8165
AKAP1-DT	Approved		1990	
AKAP2	Approved	PRKA2	396	
AKAP3	Approved		396	10566
AKAP4	Approved		396	8852
AKAP5	Approved		396	9495
AKAP6	Approved		396	9472
AKAP7	Approved		396	9465
AKAP8	Approved		396	10270
AKAP8L	Approved			26993
AKAP8P1	Approved			646114
AKAP9	Approved		396|694	10142
AKAP10	Approved		396	11216
AKAP11	Approved		396|694	11215
AKAP11-IT1	Entry Withdrawn			
AKAP12	Approved		396	9590
AKAP13	Approved	LBC	396|682|722|1691|870	11214
AKAP13-AS1	Approved		1987	
AKAP14	Approved		396	158798
AKAP17A	Approved	CXYorf3, SFRS17A	715|396	8227
AKAP17BP	Approved	AKAP16B, AKAP16BP	396	139516
AKD2	Symbol Withdrawn	C6orf199		
AKIP1	Approved	C11orf17		56672
AKIRIN1	Approved	C1orf108		79647
AKIRIN1P1	Approved			100418731
AKIRIN1P2	Approved			
AKIRIN2	Approved	C6orf166		55122
AKIRIN2-AS1	Entry Withdrawn	NCRNA00120		
AKIRIN2P1	Approved			100216487
AKNA	Approved			80709
AKNAD1	Approved	C1orf62		254268
AKR1A1	Approved		399	10327
AKR1B1	Approved	ALDR1	399	231
AKR1B1P1	Approved	ALDRL1		401982
AKR1B1P2	Approved	ALDRP		236
AKR1B1P3	Approved	ALDRL3		729347
AKR1B1P4	Approved	ALDRL4		390402
AKR1B1P5	Approved	AKR1B1P		390482
AKR1B1P6	Approved			100129769
AKR1B1P7	Approved			126242
AKR1B1P8	Approved			392525
AKR1B10	Approved	AKR1B11	399	57016
AKR1B10P1	Approved			340888
AKR1B10P2	Approved			643582
AKR1B11	Symbol Withdrawn			
AKR1B15	Approved		399	441282
AKR1C1	Approved	DDH1	399	1645
AKR1C2	Approved	DDH2, TDD	399	1646
AKR1C3	Approved	HSD17B5	399	8644
AKR1C4	Approved	CHDR	399	1109
AKR1C5P	Approved		399	100996684
AKR1C6P	Approved		399	389932
AKR1C7P	Approved		399	648947
AKR1C8	Approved	AKR1CL1, AKR1C8P	399	340811
AKR1D1	Approved	SRD5B1	399	6718
AKR1D1P1	Approved	SRD5BP1, AKR1D1P		80701
AKR1E2	Approved	AKRDC1, AKR1CL2	399	83592
AKR7A2	Approved		399	8574
AKR7A2P1	Approved			246182
AKR7A2P2	Approved			159007
AKR7A3	Approved		399	22977
AKR7L	Approved			246181
AKT1	Approved		1900|682	207
AKT1S1	Approved		1332	84335
AKT2	Approved		682|1900|1691	208
AKT3	Approved		1900|682	10000
AKT3-IT1	Approved		1989	
AKTIP	Approved	FTS	2012|102	64400
AKTIPP1	Approved			101059924
AKTIPP2	Approved			100130746
AKTIPP3	Approved			100131233
AKU	Symbol Withdrawn			
ALAD	Approved			210
ALAS1	Approved	ALAS3, ALAS		211
ALAS2	Approved	ASB		212
ALAS3	Symbol Withdrawn			
ALB	Approved		1620	213
ALCAM	Approved		592|471|590|1410	214
ALD	Symbol Withdrawn			
ALDH1A1	Approved	PUMB1, ALDH1	398	216
ALDH1A2	Approved		398	8854
ALDH1A2-AS1	Approved		1987	283665
ALDH1A3	Approved	ALDH6	398	220
ALDH1A3-AS1	Approved		1987	101927751
ALDH1B1	Approved	ALDH5	398	219
ALDH1L1	Approved	FTHFD	398	10840
ALDH1L1-AS1	Approved		1987	
ALDH1L1-AS2	Approved		1987	100862662
ALDH1L2	Approved		398	160428
ALDH2	Approved		398|1691	217
ALDH3A1	Approved	ALDH3	398	218
ALDH3A2	Approved	SLS, ALDH10	398	224
ALDH3B1	Approved	ALDH7	398	221
ALDH3B2	Approved	ALDH8	398	222
ALDH4A1	Approved	ALDH4	398|1691	8659
ALDH5A1	Approved		398	7915
ALDH6A1	Approved	MMSDH	398	4329
ALDH7A1	Approved	ATQ1	398	501
ALDH7A1P1	Approved	ATQL1		541
ALDH7A1P2	Approved	ATQL2		542
ALDH7A1P3	Approved	ATQL3		543
ALDH7A1P4	Approved	ATQL4		544
ALDH8A1	Approved		398	64577
ALDH9A1	Approved	ALDH7, ALDH4, ALDH9	398	223
ALDH16A1	Approved		398	126133
ALDH18A1	Approved	GSAS, PYCS, SPG9	398	5832
ALDL1	Symbol Withdrawn			
ALDOA	Approved		1903	226
ALDOAP1	Approved			391538
ALDOAP2	Approved			228
ALDOB	Approved		1903	229
ALDOC	Approved		1903|1687	230
ALDOC-AS1	Approved		1987	
ALDR1	Symbol Withdrawn			
ALDRL2	Entry Withdrawn			
ALDRL5	Entry Withdrawn			
ALFN1	Entry Withdrawn			
ALG1	Approved		427	56052
ALG1L1P	Approved	ALG1L		200810
ALG1L2	Approved		427	644974
ALG1L3P	Approved			100132066
