,ACOT6,ACP4,ADAM15,ADAMTS19,ADPRS,ALDH3B2,ALDH7A1,ANO1,APLNR,ARIH1,ATM,ATP2A2,BARX2,BIRC6,CAPN15,CAPN8,CARD8,CBLIF,CDC42,CDC42SE2,CDK11A,CERS2,CFD,CHD8,CHRFAM7A,CHSY3,CKM,CKS2,CNOT3,COPS2,COPS6,CSF2,CSNK1G3,CTNNB1,CTSL,CYP11B1,CYP2A7,DAD1,DDB1,DDX41,DHX38,DLEC1,DMTF1,DNA2,DUSP1,DYNLL1,E4F1,EGLN1,EIF4A3,ELOA,ETF1,FANCM,FFAR3,FGF1,FOLR1,FOXJ2,FOXJ3,FPR3,FURIN,FXYD2,GABBR1,GPR176,GPR4,GRK2,GRK5,GSK3A,GSPT1,GTF2B,GUCY1A1,HESX1,HSPA2,HSPA5,HTR6,HYOU1,IKZF4,IL5,INPPL1,JUN,KCNAB1,KCNJ5,KIF5B,KLF13,LEPR,LZTR1,MAP2K1,MAP2K7,MAP3K6,MAPK7,MBD1,MIR9-1HG,MKNK2,MKRN1,MPP4,NAE1,NANP,NCS1,NDOR1,NFKBIB,NFRKB,NFYA,NFYB,NFYC,NTF4,NXF1,OGA,OGT,PCSK7,PCYT1A,PDCL,PDE6H,PHYHD1,PKIB,PKMYT1,POLA2,POLR2G,POU6F2,PPFIA1,PPIC,PPP1CB,PPP1R12A,PPP2R1A,PRDM10,PRIM1,PRKACB,PRKCE,PTBP1,PUS3,PYGM,RAN,RC3H2,REST,REV3L,RPN1,SAE1,SCN8A,SEC16A,SLC17A7,SLC26A5,SLK,SMPDL3B,SRD5A1,SSBP2,STK11,STT3A,STX18,TCIRG1,THAP11,TNFRSF4,TRAF3,TRIM48,UBA2,VCP,VHL,VN1R2,XAB2,YARS1,ZNF302,ZNF467,ZNF83
BARX2,-0.037444573,-0.5104755,-0.63127214,-0.25836888,0.41028062,-0.4264357,-0.4377061,-0.5454665,0.54710263,-0.5804611,0.4428349,0.3389648,1.0,0.4183525,-0.3912278,-0.3062269,0.46302143,-0.4216286,0.16668658,-0.3673865,-0.4968636,-0.4922902,-0.50662243,-0.376992,-0.53387684,-0.21360415,0.47094896,0.30389178,0.3683467,-0.5056381,-0.5415595,-0.23747408,-0.20881017,0.4616637,-0.32337028,-0.57769495,-0.37774897,0.44690573,-0.37225044,-0.62004936,-0.62405926,-0.5219802,-0.47058928,-0.30270028,-0.45191112,0.35320583,-0.34594983,0.016600143,0.036959335,0.375936,0.36887982,-0.41481078,0.3764584,-0.015358468,-0.51613206,-0.44994205,-0.451526,0.42348984,0.46902657,0.49508888,-0.07437003,-0.561544,0.5310037,-0.6230776,-0.034928955,0.38413376,0.43365723,-0.31809375,-0.3849678,0.5203548,-0.0071202465,0.023675852,-0.45317662,0.57118565,-0.51873875,-0.2855956,-0.5144266,0.38462278,0.10951131,0.46203554,0.3074739,-0.5612934,0.07326972,0.42818505,-0.43858328,0.5877678,0.3659315,0.31544107,0.507836,0.13465373,-0.48504725,0.050943118,0.012604369,-0.47877458,-0.48144567,0.36365774,-0.38468376,0.30748582,0.56383556,-0.41270524,-0.32660767,-0.4006292,0.35995632,-0.040689986,0.15757394,-0.16354902,0.5449385,0.52328855,0.43831843,0.39184496,0.3485996,-0.39602748,0.412882,-0.43137082,-0.084096946,-0.40681005,-0.5450022,-0.3740306,-0.38343194,-0.50880784,0.0128092365,0.70720154,-0.3771421,-0.33352506,0.42921692,-0.471325,0.5489862,-0.59342456,0.02162529,-0.44751188,-0.38010773,-0.44475946,0.46199378,0.61381966,-0.44136137,0.50002635,-0.29461977,-0.49095473,-0.14143835,-0.55039775,-0.009877076,-0.25438932,-0.3276997,0.5283859,0.1252576,-0.52841806,0.40786436,-0.3991586,0.051412355,-0.52368313,0.5458218,-0.03248635,-0.045288462,0.47013733,-0.13874666,0.41167668,0.46951047,0.17904972,0.45474002
BIRC6,0.016208416,-0.3160558,-0.43246767,-0.16163245,0.51609623,-0.49424043,-0.21605754,-0.36890405,0.35899705,-0.24771279,0.4630838,0.1795492,0.4183525,1.0,-0.02080645,-0.057408106,0.2947762,-0.47482574,-0.15820855,-0.18634675,-0.31352943,-0.34274757,-0.40224102,-0.115862355,-0.381372,-0.12834904,0.20081362,0.08511552,0.2668079,-0.14626266,-0.21625961,-0.14873251,-0.17043027,0.13877612,-0.1362106,-0.518433,-0.2811947,0.3889589,-0.04448533,-0.37527978,-0.4536317,-0.38555184,-0.35831508,-0.25605085,-0.41509357,0.6121222,-0.34440833,-0.29952195,0.024665397,0.645318,0.41262993,-0.2652905,0.22292757,0.2664824,-0.44196197,-0.3335196,-0.2066758,0.2615205,0.42970222,0.39143944,0.0905545,-0.39387137,0.29574245,-0.5021048,-0.043052446,0.2960576,0.4277199,-0.4476112,-0.311651,0.3906216,0.056320406,-0.00077654584,-0.4503051,0.59372413,-0.3111615,-0.21706419,-0.4655156,0.31579393,-0.07066354,0.39408958,0.57664424,-0.58395386,-0.28414345,0.30306283,-0.28761348,0.48664954,0.1820591,0.5580707,0.26353556,0.16988334,-0.27285346,0.1490151,-0.014596805,-0.41154593,-0.44253257,0.45202562,-0.39709988,0.14677744,0.29381192,-0.09173188,0.030498404,-0.08285862,0.17404418,-0.0023178742,0.33523303,-0.37632188,0.19460234,0.33259377,0.1252421,0.49840695,0.4802433,-0.38126874,0.24811289,-0.06694049,-0.008122226,-0.4302137,-0.6228963,-0.2741543,-0.14899784,-0.1625537,0.10517959,0.62822515,-0.03522454,-0.43648413,0.21745501,-0.4945651,0.3161613,-0.43062922,0.011258958,-0.19457175,-0.28315625,-0.16703632,0.35551754,0.32198626,-0.26585424,0.36889347,-0.17268226,-0.3224347,0.24845222,-0.31721157,-0.095175646,0.05845937,-0.38776863,0.31334084,0.1556887,-0.5161191,0.49566355,-0.46903893,0.3783314,-0.46218288,0.28050745,-0.052236408,-0.32069957,0.2305397,-0.09184924,0.55841553,0.30960146,-0.010253599,0.19011977
CAPN15,-0.12868214,0.271141,0.42757258,0.15843742,0.03681583,0.30387345,0.13772443,0.2853395,-0.29111484,0.4711977,-0.15486708,-0.3043846,-0.3912278,-0.02080645,1.0,0.29498765,-0.25841144,0.27516323,-0.40003887,0.21920899,0.22689225,0.17124034,0.19861268,0.38454235,0.30242017,0.1491521,-0.33376515,-0.30668083,-0.19404542,0.23980145,0.2819514,0.15207049,0.07197134,-0.63851523,0.120574355,0.2781493,0.090876594,-0.20921512,0.15507828,0.43385273,0.3449548,0.2568655,0.31430808,0.30422512,0.15858702,-0.105189644,-0.021701083,-0.14608225,-0.14735469,-0.009952435,0.009280665,0.34110898,-0.13994068,0.083352126,0.19179238,0.16695526,0.31513697,-0.23005414,-0.104926966,-0.30679697,0.21996401,0.28884724,-0.2597341,0.25987235,0.1899128,-0.24343386,-0.21040376,-0.034441844,0.024546666,-0.3305729,0.15978794,-0.15007448,0.09034912,-0.18019173,0.2510589,0.15865652,0.31704292,-0.034825914,0.008220771,-0.20910853,-0.19356182,0.22810695,-0.22880915,-0.23229797,0.25120082,-0.17965011,-0.06456116,-0.07802752,-0.442648,-0.08415386,0.3737921,0.05036134,-0.1183814,0.18249956,0.39783502,-0.0949277,0.25685886,-0.075519614,-0.38267815,0.29995304,0.28155538,0.32730162,-0.3191574,-0.18650538,-0.13854875,-0.02566101,-0.55185705,-0.424626,-0.2043294,-0.058289208,-0.20092551,0.14434297,-0.3999229,0.3277574,-0.07892017,0.22782427,0.2936441,0.2734297,0.16513954,0.33760616,0.07554546,-0.3894608,0.33745298,0.0026845075,-0.10702465,0.4062639,-0.3341373,0.22062758,-0.25404522,0.2583763,0.2592256,0.36089423,-0.27714983,-0.42393145,0.18915084,-0.4310737,0.28725266,0.20139922,0.23218736,0.33967322,0.16334173,0.38908702,0.21062107,-0.33290932,-0.109031424,0.21699296,-0.11934991,0.03721066,0.12828387,0.15322201,-0.27303472,-0.17495017,-0.21737355,-0.25659296,-0.07224314,-0.08384796,-0.25906762,0.022926738,-0.23027438
CAPN8,0.06494416,0.32876,0.17820135,0.2578544,-0.08741806,0.16531333,0.10779406,0.21426004,-0.32630962,0.5212907,-0.274002,-0.414231,-0.3062269,-0.057408106,0.29498765,1.0,-0.18256177,0.081357405,-0.17860101,0.24483486,0.28625023,0.11821007,0.3659194,0.35638303,0.16776304,0.11586876,-0.3004132,-0.36049542,-0.11806116,0.20478247,0.23498166,0.20009747,0.16523862,-0.4573642,0.038713504,0.12809004,0.10303725,-0.20786786,0.23102511,0.12714231,0.025512232,0.3528699,0.14772132,0.14171678,0.30477083,-0.083488286,-0.041027825,-0.278537,0.08411367,-0.12146091,-0.238201,0.19915383,-0.2604191,-0.054353412,0.2011308,0.22601049,0.35032594,-0.22636363,-0.28383932,-0.2429781,0.033614613,0.24790008,-0.2798408,0.33718655,-0.026323544,-0.21250348,-0.3753582,0.09199394,0.028259214,-0.14403106,-0.015631232,0.072864,0.002567976,-0.20505324,0.3632761,0.2446721,0.28468063,-0.19275689,-0.0969485,-0.37328842,-0.07883646,0.14033452,0.033795796,0.021671053,0.3280812,-0.22137086,-0.17944369,-0.028597333,-0.057767835,-0.60375786,0.28701,-0.11258319,0.29928127,0.3613114,0.26060018,-0.103571296,0.13648325,-0.033934105,-0.4295318,0.30654454,0.4228555,0.36892155,-0.1697321,0.087787524,0.17519484,-0.124409914,-0.376334,-0.5035453,-0.44665012,-0.31898287,-0.15099497,0.19664575,-0.50349927,0.38229403,0.040986877,-0.042280458,0.07877669,0.26015642,0.2801608,0.270593,-0.22306673,-0.27961674,0.47106656,0.058421012,-0.07923152,0.38090315,-0.43011117,0.26240194,0.02562411,0.0387568,0.3742342,0.37395847,-0.27429348,-0.57353985,0.25641584,-0.3102389,0.23568639,0.15326571,-0.0036893133,0.2612318,0.07240456,-0.03066683,0.26168808,-0.41939008,-0.06689341,0.077162765,-0.22993575,0.07925681,0.38881955,0.09397128,-0.50201035,0.054774616,-0.2834325,-0.12608479,0.07682408,-0.111940645,-0.16644521,-0.09540132,-0.19733952
CARD8,-0.066417426,-0.6077203,-0.4628893,-0.5794388,0.20663022,-0.35963473,-0.5966665,-0.27440333,0.34247544,-0.5105848,0.48270994,0.19352554,0.46302143,0.2947762,-0.25841144,-0.18256177,1.0,-0.29469013,-0.066757545,-0.62083334,-0.47348186,-0.32430157,-0.27142966,-0.59331495,-0.36147535,-0.508578,0.64698404,0.27250308,0.69596046,-0.30129614,-0.34128276,-0.5072605,-0.55621713,0.21113043,-0.5463858,-0.49135852,-0.61451936,0.23680148,-0.25513083,-0.43382564,-0.4221971,-0.6313376,-0.39050567,-0.21602334,-0.28294757,0.26749098,-0.23473388,0.17756395,-0.10020239,0.4237503,0.28568968,-0.2964712,0.70010483,-0.0465407,-0.46047935,-0.18508217,-0.3104686,0.77021354,0.37510577,0.42216977,-0.085331835,-0.33441454,0.7066124,-0.35572252,-0.075254716,0.6341729,0.2826227,-0.08288954,-0.16133623,0.50801104,0.10757299,-0.11566036,-0.3114677,0.30262873,-0.56531054,-0.5662858,-0.43038642,0.3044178,0.31719255,0.29852492,0.23956388,-0.5164062,0.077100284,0.46751377,-0.6507512,0.45805967,0.214395,0.122535154,0.42594802,0.27311045,-0.36388943,0.14666866,-0.095555484,-0.47789073,-0.30955696,0.4791842,-0.2723552,0.6692994,0.4801475,-0.41621095,-0.096075356,-0.24590681,0.6328728,-0.18011539,-0.06561803,-0.0016724411,0.28060305,0.36023337,0.3621022,0.12760426,0.18930757,-0.59546745,0.21541856,-0.2666816,-0.1170309,-0.37663633,-0.35224319,-0.6277354,-0.52701354,-0.55883443,0.1202695,0.47784993,-0.26375973,-0.20337056,0.4780935,-0.30680934,0.42627072,-0.46224177,-0.031012803,-0.4346988,-0.4332014,-0.18174376,0.20254414,0.5242932,-0.6685326,0.20487529,-0.5602124,-0.48852912,-0.0044148136,-0.4245486,0.19893603,-0.31486252,-0.20274097,0.3624488,-0.24866311,-0.3915363,0.25129426,-0.286057,-0.1207269,-0.527575,0.36946955,-0.17915566,0.024265388,0.6768081,-0.20381616,0.26377577,0.7405947,0.30071667,0.5775862
CBLIF,0.1623375,0.30137858,0.47824958,0.19527917,-0.33656424,0.3344034,0.38450444,0.40180087,-0.39500412,0.16279437,-0.38258618,0.06947455,-0.4216286,-0.47482574,0.27516323,0.081357405,-0.29469013,1.0,0.0019849455,0.19233705,0.37012076,0.3395366,0.37969127,0.20259565,0.27146912,0.3047315,-0.2107326,0.048766814,-0.25324616,0.25933206,0.20681933,0.18782131,0.2326557,-0.15016268,0.33758497,0.40289783,0.41830006,-0.43581048,-0.055523116,0.4314912,0.44144583,0.24962385,0.22879268,0.17886135,0.28395244,-0.4478975,0.14744419,0.2249997,0.16227156,-0.4487833,-0.119608544,0.27840152,-0.1991184,-0.35184887,0.35213843,0.28019854,0.15824671,-0.3151593,-0.22584006,-0.24420989,-0.11119613,0.34370813,-0.3068741,0.40385395,-0.033383675,-0.4479281,-0.18077832,0.34424648,0.31184536,-0.5039106,-0.1263081,0.19758336,0.28991172,-0.551365,0.3016824,0.22541624,0.29181144,-0.23162593,-0.21317023,-0.29787868,-0.42269224,0.3914453,0.22233059,-0.38177514,0.28642258,-0.40484956,-0.1982562,-0.38676786,-0.37729764,-0.056844603,0.20006943,-0.09727589,-0.32068852,0.26657197,0.44035473,-0.35316834,0.25515428,-0.1853715,-0.22731271,0.08867702,-0.03710697,-0.033500347,-0.29798564,0.12459647,-0.38541365,0.34825408,-0.22214177,-0.29133585,-0.009332585,-0.2581331,-0.6151315,0.28512204,-0.05451299,0.10345157,0.26629722,0.3766784,0.573036,0.27378607,0.045227114,0.26386032,0.38765597,-0.48137757,-0.0020402907,0.2951272,-0.11520405,0.49894923,-0.34364727,0.40487793,0.17821541,0.28737366,0.20042832,0.18703642,-0.3459812,-0.20790711,0.38510776,-0.29537126,0.29599762,0.37626374,0.012814829,0.33607012,-0.048258822,0.22470345,0.39842364,-0.374845,0.11717303,0.5406253,-0.3449123,0.36220944,-0.2601314,0.4392976,-0.12759502,0.25097117,0.15086555,-0.33667415,0.3233222,-0.34366804,-0.33730534,-0.059065823,-0.1519061
CDC42,0.13528934,0.025572423,-0.15366155,0.19210647,0.104911774,-0.17718017,0.16435951,-0.13107447,0.2514168,-0.19512719,0.0955952,0.5075024,0.16668658,-0.15820855,-0.40003887,-0.17860101,-0.066757545,0.0019849455,1.0,0.1729849,-0.12176419,-0.15512955,-0.1852648,0.0036440152,-0.159933,0.12120852,-0.03912662,0.15596832,-0.06366852,-0.21987914,-0.108089074,0.11601874,0.2816854,0.49543118,0.1883009,-0.020042937,0.19754653,0.22825128,-0.21103679,-0.08097046,-0.053535003,0.08830747,-0.09762052,-0.009754106,-0.11487092,-0.04446967,-0.09357772,0.0419081,0.1475768,-0.09958563,0.12363518,0.029695226,-0.05327579,-0.012570195,-0.11677207,-0.09928517,-0.13008474,-0.08996252,0.052682705,-0.020038962,-0.22609736,-0.17150383,-0.026203215,-0.2155316,-0.14540261,-0.0051573166,0.21268563,-0.05031113,-0.18639691,0.07632238,-0.1362022,0.2529468,-0.1399634,0.028511833,-0.028814243,0.17890725,-0.19943662,0.09709352,-0.07228573,0.16349992,0.03985977,0.046614397,0.04889013,0.028239978,0.09720023,0.16718258,0.27019972,0.04493033,0.14337234,-0.054033022,-0.06564606,-0.09140518,0.1534607,-0.023277633,-0.115702495,-0.0598097,-0.28138968,-0.18063033,0.14994378,-0.13495533,-0.2772731,-0.26622555,-0.11009154,0.18162315,0.21832941,0.016623883,0.3459824,0.124093205,0.117273234,0.19905873,0.04004457,0.11632664,0.43606508,-0.28628826,0.15966514,-0.010909457,-0.10516188,-0.03700594,0.24963602,0.08591768,-0.17812368,0.09963597,-0.33534938,-0.056827404,0.04635631,-0.14863858,0.12082664,-0.08325591,0.21812518,-0.08598703,-0.056066696,-0.33929428,0.30785355,0.20289871,0.16829963,0.26390594,0.09614049,0.055935033,-0.62012255,-0.06799775,-0.23188795,-0.07586783,-0.17637919,0.2031985,0.33532885,-0.015061138,0.07135948,-0.053230617,-0.19308637,0.0770044,0.35089767,0.20540698,0.28744125,-0.11285611,0.22762792,0.13093878,-0.12517625,-0.15002048,-0.15875277
CDC42SE2,0.112367906,0.58370936,0.39899093,0.55638474,-0.042126805,0.21508577,0.62886745,0.3729193,-0.26312357,0.47889665,-0.39482948,-0.11006481,-0.3673865,-0.18634675,0.21920899,0.24483486,-0.62083334,0.19233705,0.1729849,1.0,0.41922003,0.3415798,0.26432,0.5041278,0.31077322,0.5693166,-0.5393274,-0.23746806,-0.6314324,0.22189371,0.25343198,0.5183354,0.5734467,-0.095923334,0.48115906,0.39608756,0.59100795,-0.22064485,0.23046714,0.44959393,0.44781837,0.6055683,0.44532478,0.12708668,0.2231548,-0.31029537,0.2015698,-0.15272117,0.115017414,-0.2894335,-0.1675136,0.2702839,-0.60265154,0.102449656,0.46269822,0.2034011,0.30965996,-0.67162645,-0.25356147,-0.36438864,0.011261139,0.3228224,-0.601027,0.32658252,-0.12643108,-0.52124894,-0.19427338,0.07195749,0.17332369,-0.43645668,-0.08302958,0.15004757,0.1708744,-0.24736579,0.5361478,0.55937546,0.38763645,-0.10721127,-0.21374294,-0.2794295,-0.23310582,0.31825414,-0.051461175,-0.41096142,0.57680386,-0.31392977,-0.10341957,-0.02449036,-0.35860503,-0.13441725,0.29536837,-0.21453533,0.09274016,0.403499,0.26760644,-0.3669181,0.24907896,-0.6125018,-0.39970762,0.33060306,0.051376652,0.19201799,-0.50035316,0.18351701,0.124364525,-0.019188533,-0.16559885,-0.2779287,-0.33542362,-0.06735856,-0.21189094,0.50305825,-0.15582223,0.27662972,0.17269225,0.42829347,0.2570058,0.54785573,0.5515283,0.5372936,-0.040079806,-0.3663061,0.24509808,0.11444227,-0.3550326,0.27406558,-0.4161546,0.49638623,0.056913514,0.34070376,0.39607015,0.07531057,-0.22060426,-0.42323524,0.61397475,-0.17180638,0.5209611,0.4824863,-0.088354185,0.342309,-0.22905363,0.26638082,0.10453919,-0.36765084,0.30970585,0.4047086,-0.095885105,0.18875799,0.06825702,0.48772448,-0.24444042,0.1943148,0.010515132,-0.53262305,0.21941875,-0.16456695,-0.7166567,-0.2421411,-0.5871806
CDK11A,0.34817252,0.6340959,0.48461765,0.5076971,-0.4466443,0.30379686,0.44797236,0.31543252,-0.32202223,0.3089135,-0.62515825,-0.14685433,-0.4968636,-0.31352943,0.22689225,0.28625023,-0.47348186,0.37012076,-0.12176419,0.41922003,1.0,0.4638216,0.30432674,0.47083223,0.24376684,0.48461154,-0.475228,-0.0023422856,-0.389072,0.28213248,0.4046833,0.38716257,0.44324118,-0.20671168,0.43871352,0.35649016,0.53746504,-0.32282037,0.15825701,0.56562245,0.52603006,0.44131953,0.2517135,-0.060986936,0.27470982,-0.46913472,0.23289059,0.15739684,0.22075404,-0.44829646,-0.065215565,-0.00052980427,-0.5546127,-0.21917254,0.32853845,0.13174888,0.38228872,-0.56048924,-0.30234203,-0.24795812,-0.16626377,0.3370828,-0.6334548,0.4842469,-0.052827198,-0.5498687,-0.21158321,0.4190878,0.18038592,-0.44230536,-0.18677767,0.2832037,0.17522486,-0.4402243,0.46461707,0.30304688,0.36111397,-0.22707954,-0.36958966,-0.29151377,-0.42544743,0.41222474,0.29103735,-0.35145816,0.47365013,-0.41256315,-0.18660529,-0.23267965,-0.25737548,-0.22547723,0.14872238,-0.29428846,0.011024613,0.5038581,0.2662403,-0.38732442,0.16299577,-0.45597056,-0.306425,0.15269133,-0.025694009,0.034294043,-0.44801146,0.28084823,-0.15481111,0.17376629,-0.25783816,-0.40779218,-0.19284971,-0.204773,-0.29669082,0.47315925,-0.26285872,0.060887545,0.37004945,0.36840323,0.48001915,0.35815963,0.39549193,0.40792203,0.096248016,-0.47967914,0.09619765,0.18142566,-0.28793466,0.36599615,-0.36670792,0.4969337,0.20398755,0.36169538,0.36836794,0.08873247,-0.36529455,-0.45456776,0.6107057,-0.37154174,0.5290197,0.3078295,0.04838527,0.14744048,-0.22291243,0.236134,0.5135035,-0.32791832,0.27078983,0.42772666,-0.39468378,0.19479232,-0.09625554,0.52659297,-0.3500645,0.3938223,0.19680183,-0.5364904,0.43984133,-0.42759433,-0.54454774,-0.20019236,-0.4696515
CERS2,0.11529968,0.41722235,0.51269877,0.15451993,-0.4797404,0.42932376,0.2598661,0.470096,-0.46071082,0.3442238,-0.43753085,-0.2683061,-0.4922902,-0.34274757,0.17124034,0.11821007,-0.32430157,0.3395366,-0.15512955,0.3415798,0.4638216,1.0,0.5389339,0.2274927,0.48482358,0.20155936,-0.22376105,-0.15597126,-0.35054463,0.3978664,0.37902907,0.08736071,0.10370383,-0.25551295,0.23342562,0.61714387,0.33254492,-0.44992593,0.2934521,0.3790108,0.441759,0.33391225,0.42727426,0.21034323,0.45260218,-0.43093467,0.55445683,0.11365715,-0.02955154,-0.512324,-0.40430045,0.3230732,-0.21212569,0.045356,0.60048884,0.4164964,0.31772673,-0.31350237,-0.4716119,-0.35679385,0.07716578,0.5357848,-0.3575229,0.5672562,0.04481653,-0.27678955,-0.46247378,0.40206164,0.4484633,-0.43105364,-0.09170085,-0.025976487,0.46385854,-0.49452862,0.4479607,0.11113503,0.54340553,-0.37768474,-0.09871249,-0.43776342,-0.29300287,0.40116984,0.10479185,-0.3864447,0.3584843,-0.57922184,-0.4450729,-0.31594157,-0.4193442,0.06504596,0.48067224,-0.07418312,-0.024044342,0.4127772,0.39389133,-0.36302602,0.49609873,-0.21957834,-0.35183144,0.40147054,0.22103131,0.3710512,-0.19821846,0.05132439,-0.30091298,0.33060652,-0.27958566,-0.3521936,-0.35923988,-0.43969685,-0.3891803,0.40640327,-0.37124112,0.27126628,0.12814078,0.51733065,0.49015915,0.2582683,0.20717435,0.36977643,0.06625698,-0.6153776,0.29290387,0.5102062,-0.27267617,0.426264,-0.405882,0.51005995,-0.0008727696,0.5679509,0.47356448,0.36462444,-0.39104515,-0.3781987,0.40327138,-0.42743996,0.30332097,0.45443028,0.06849046,0.39572248,0.09557408,0.28907412,0.28245962,-0.3748563,-0.13758384,0.49249205,-0.54207504,0.5326767,-0.22687674,0.5489626,-0.3605334,0.08418294,0.19358014,-0.30104092,0.11643062,-0.50537264,-0.41049132,-0.08839868,-0.2870847
CFD,-0.062030263,0.40416756,0.4817875,0.08978884,-0.4582392,0.5329594,0.25413314,0.5723969,-0.67703515,0.5550932,-0.49163237,-0.4615445,-0.50662243,-0.40224102,0.19861268,0.3659194,-0.27142966,0.37969127,-0.1852648,0.26432,0.30432674,0.5389339,1.0,0.24396446,0.51421976,0.1786002,-0.16161937,-0.41131324,-0.19029452,0.42933893,0.40646324,0.12635507,0.09191595,-0.4285918,0.048478004,0.5552432,0.26045012,-0.5538951,0.29656628,0.31006002,0.37931186,0.4194236,0.39969036,0.33183932,0.6036637,-0.41105825,0.419568,-0.008398492,-0.042949177,-0.4662762,-0.621319,0.41169938,-0.17071871,-0.1115143,0.56759876,0.5593883,0.5003421,-0.22985703,-0.5858758,-0.44096094,0.074087486,0.6245078,-0.3611758,0.72915417,0.09716554,-0.25931874,-0.64182985,0.4886597,0.45562,-0.38339913,-0.07090351,-0.07635952,0.5382457,-0.57449543,0.41149232,0.10887386,0.61910653,-0.5099399,-0.015751466,-0.56048137,-0.32630327,0.45389688,0.16627239,-0.260686,0.2986149,-0.7166521,-0.57604116,-0.27786726,-0.284003,-0.13944916,0.62871546,-0.08498971,0.072279036,0.50552154,0.55576575,-0.42883268,0.60247797,-0.036270846,-0.4049831,0.38752973,0.3851507,0.4965489,-0.16145742,-0.04301628,-0.22893739,0.36342055,-0.45604813,-0.54172164,-0.48435467,-0.6573264,-0.545125,0.41245738,-0.5203219,0.45158577,-0.066675164,0.33409473,0.5140236,0.3751022,0.1547439,0.3339413,-0.08237475,-0.6517469,0.4265179,0.52790487,-0.27981526,0.6706223,-0.5315835,0.5833853,-0.018307678,0.40950328,0.55671906,0.55201215,-0.59301174,-0.5827984,0.28377116,-0.44360438,0.20171852,0.4692698,0.06621991,0.5026787,0.13609618,0.038712136,0.39200842,-0.47360572,-0.28958887,0.50900304,-0.6013248,0.59339947,-0.117224514,0.4281635,-0.5448502,-0.019651817,0.040716138,-0.23406562,-0.00011459924,-0.5926217,-0.32373884,-0.012239523,-0.21415573
CHD8,0.12427314,0.6776694,0.34124452,0.6463506,-0.11508442,0.16666171,0.48744392,0.1710995,-0.27894002,0.4980275,-0.47544628,-0.18088664,-0.376992,-0.115862355,0.38454235,0.35638303,-0.59331495,0.20259565,0.0036440152,0.5041278,0.47083223,0.2274927,0.24396446,1.0,0.24797383,0.51399463,-0.52538794,-0.16174659,-0.55879116,0.2903361,0.38795465,0.510672,0.5818226,-0.30826157,0.44261804,0.33787447,0.57673717,-0.20758116,0.28098667,0.34774694,0.31223002,0.52732414,0.35225466,0.1439489,0.32053012,-0.1725579,0.13733476,-0.13171764,0.12631153,-0.22404802,-0.25216123,0.20377007,-0.5872315,-0.054906107,0.29032025,0.22138418,0.6032444,-0.6332257,-0.41941032,-0.37365606,0.026753336,0.2696342,-0.6692681,0.2827314,0.019904315,-0.5866651,-0.31534857,-0.028191688,0.014345182,-0.5034749,-0.08572387,0.16961731,0.08230822,-0.20979108,0.52913916,0.49000257,0.3616324,-0.34708455,-0.30374956,-0.3008762,-0.1452783,0.34366125,0.017070208,-0.3237417,0.6063236,-0.40313408,-0.21338487,-0.03871436,-0.34845144,-0.33464274,0.32718942,-0.15472083,0.11758261,0.42855138,0.3079466,-0.34707123,0.1729559,-0.5245071,-0.3351493,0.36014688,0.13767542,0.2711589,-0.5180769,0.16003501,0.10713987,-0.039803337,-0.3750542,-0.25467244,-0.39603657,-0.17246047,-0.07709193,0.45834088,-0.18221155,0.17657442,0.14714071,0.19831076,0.15338746,0.53531307,0.506869,0.5801876,0.003378828,-0.35524058,0.25255507,0.15106988,-0.31157047,0.2432433,-0.43678153,0.27061266,0.109537005,0.4873167,0.50014436,0.11899745,-0.2655738,-0.54671985,0.64697826,-0.18700829,0.66351944,0.31056318,0.032044936,0.25227937,-0.20732836,0.3387743,0.20084742,-0.3621423,0.18169434,0.14437741,-0.10615214,0.13144208,0.26868233,0.48930955,-0.34384853,0.15647487,-0.001926545,-0.5663351,0.17935497,-0.16053928,-0.5986102,-0.23385695,-0.5925138
